"PERSON_ID","PERNAME1","PERNAME2","SEX","DOB_DAY","DOB_MON","DOB_YEAR","ENUMCAP","ENUMPC","CIS_ID"
"RG636SR011002","DAISY","PATEL","F",13,8,1968,"11 GEORGE STREET","RG636SR","CISRG636SR011002"
"SO147PA009001","MIA","SLOTT","F",16,8,1968,"9 CLARENCE ROAD","SO147PA","CISSO147PA009001"
"DE861EH010002","ALEXIS","ROBINSON","F",18,8,1968,"10 KINGSWAY","DE861EH","CISDE861EH010002"
"HR804ZH010002","AMELIA","COOPER","F",18,8,1968,"10 VICTORIA STREET","HR804ZH","CISHR804ZH010002"
"LS475RT065002","CHARLOTTE","PHILLIPS","F",18,8,1968,"65 CROMWELL ROAD","LS475RT","CISLS475RT065002"
"PO774UW004001","GRACE","MURRAY","F",19,8,1968,"4 LONDON ROAD","PO774UW","CISPO774UW004001"
"SW212NZ007001","BENJAMIN","STEWART","M",20,8,1968,"7 PARK AVENUE","SW212NZ","CISSW212NZ007001"
"NW277BW053002","BETH","PATEC","F",21,8,1968,"53 GRANGE ROAD","NW277BW","CISNW277BW053002"
"SW154NR008002","LEXI","RICHARDSON","F",23,8,1968,"8 CHAPEL STREET","SW154NR","CISSW154NR008002"
"HR459GF019001","MIA","MASON","F",24,8,1968,"18 WOODLANDS ROAD","HR459GF","CISHR459GF019001"
"HR802JR006002","LILY","PALMER","F",24,8,1968,"6 NEW ROAD","HR802JR","CISHR802JR006002"
"DE159QX001001","TOM","COX","M",25,8,1968,"1 CHURCH ROAD","DE159QX","CISDE159QX001001"
"HR496RG008002","AVA","HUGHES","F",25,8,1968,"","HR496RG","CISHR496RG008002"
"SW93NG032002","ELIZABETH","MATTHEWS","F",25,8,1968,"32 GROVE ROAD","SW93NG","CISSW93NG032002"
"M80NA102002","TYLER","JOHNSON","M",27,8,1968,"102 VICTORIA ROAD","M80NA","CISM80NA102002"
"EX237PR019002","ABBIE","WARD","F",28,8,1968,"118 GRANGE ROAD","EX237BR","CISEX237PR019002"
"EX237PS040001","JOHN","CARTER","M",28,8,1968,"40 GRANGE ROAD","EX237PS","CISEX237PS040001"
"RG830GA045001","BAILEY","LLOYD","M",30,8,1968,"45 SPRINGFIELD ROAD","RG830GA","CISRG830GA045001"
"EX483QZ039002","LIBBY","SIMFSON","F",1,9,1968,"39 WARWICK ROAD","EX483QZ","CISEX483QZ039002"
"EX909LT021007","JOSHUA","REID","M",4,9,1968,"21 STATION ROAD","EX909LT","CISEX909LT021007"
"SO527SR040001","ZAGK","MILLER","M",4,9,1968,"40 MAIN ROAD","SO527SR","CISSO527SR040001"
"SW162HY020001","JACOR","PHILLIPS","M",4,9,1968,"20 KINGS ROAD","SW162HY","CISSW162HY020001"
"DE654YL022002","ZAHRA","COOPER","F",6,9,1968,"22 NEW ROAD","DE654YL","CISDE654YL022002"
"HR56DD009002","RUBY","JACKSON","F",7,9,1968,"9 VICTORIA ROAD","HR56DD","CISHR56DD009002"
"PO872DN069001","A","HAAAISON","M",7,9,1968,"69 WOODLANDS ROAD","PO872DN","CISPO872DN069001"
"DE533TN066001","LOGAN","BELL","M",8,9,1968,"66 MANOR ROAD","DE533TN","CISDE533TN066001"
"LS58TZ015002","AMELIA","MARSKALL","F",8,9,1968,"15 NEW ROAD","LS58TZ","CISLS58TZ015002"
"M816NP004004","MUHAMMAD","LEE","M",8,9,1968,"4 BROADWAY","M816NP","CISM816NP004004"
"SO147PE074001","MORGAN","PALMER","M",9,9,1968,"74 CLARENCE ROAD","SO147PE","CISSO147PE074001"
"M660XU024002","EVIE","RICHARDS","F",10,9,1968,"24 SPRINGFIELD ROAD","M660XU","CISM660XU024002"
"NW472LR046001","L","WILKINSON","M",11,9,1968,"46 MANOR ROAD","NW472LR","CISNW472LR046001"
"PO476NA004001","FILIP","HARRISON","M",12,9,1968,"4 MAIN STREET","PO476NA","CISPO476NA004001"
"EX909LS004001","EVA","EDWARDS","F",14,9,1968,"4 STATION ROAD","EX909LS","CISEX909LS004001"
"EX400WU007002","ISABELLE","EDWARDS","F",16,9,1968,"8 PARK AVENUE","EX400WU","CISEX400WU007002"
"NW472LR058001","MAX","FISHER","M",16,9,1968,"58 MANOR ROAD","NW472LR","CISNW472LR058001"
"PO61NL008001","JAY","HOLMES","M",16,9,1968,"8 STATION ROAD","PO61NL","CISPO61NL008001"
"SW461TX001002","ALISHA","CULLINS","F",17,9,1968,"1 YORK ROAD","SW461TX","CISSW461TX001002"
"EX271TY018001","E","WOOD","F",19,9,1968,"18 SOUTH STREET","EX271TY","CISEX271TY018001"
"PO398RR046002","HANNAH","KELLY","F",19,9,1968,"46 HIGHFIELD ROAD","PO398RR","CISPO398RR046002"
"RG993JL001001","HAYDEN","RICHARDS","M",19,9,1968,"11 PARK AVENUE","RG993JL","CISRG993JL001001"
"M685ZG032001","JULIA","HARRISON","F",20,9,1968,"32 NEW ROAD","M685ZG","CISM685ZG032001"
"NW168UX010001","JOE","THOMPSON","M",20,9,1968,"10 NEW STREET","NW168UX","CISNW168UX010001"
"SO473WU041001","ISAAC","HILL","M",20,9,1968,"41 MANOR ROAD","SO473WU","CISSO473WU041001"
"PO466DX063002","C","HUMT","F",21,9,1968,"63 ALEXANDRA ROAD","PO466DX","CISPO466DX063002"
"SW744QY047001","BOBBY","MORRIS","M",22,9,1968,"47 FOREST ROAD","SW744QY","CISSW744QY047001"
"EX298AF028002","LUCY","RODIWSOW","F",23,9,1968,"28 CHURCH ROAD","EX298AF","CISEX298AF028002"
"HR662RN008001","JOE","OHAPMAN","M",23,9,1968,"9 MAIN ROAD","HR662RN","CISHR662RN008001"
"EX662ES013001","JOSMUA","SCOTT","M",24,9,1968,"13 NEW STREET","EX662ES","CISEX662ES013001"
"SW93NF013001","SARAH","MITCHELL","F",25,9,1968,"","SW93NF","CISSW93NF013001"
"NW500AT034001","MAYA","HOLMES","F",26,9,1968,"34 ALEXANDRA ROAD","NW500AT","CISNW500AT034001"
"RG546PZ037005","PHOEBE","JACKSON","F",26,9,1968,"37 NEW ROAD","RG546DZ","CISRG546PZ037005"
"EX982LZ065001","LOGAN","KELLY","",29,9,1968,"65 HIGHFIELD ROAD","EX982LZ","CISEX982LZ065001"
"DE691FL011002","AMBER","DAVIES","F",,10,1968,"11 NORTH STREET","DE691FL","CISDE691FL011002"
"LS480EN019001","MARRY","YOUNG","M",1,10,1968,"17 VICTORIA ROAD","LS480EN","CISLS480EN019001"
"LS670FR008002","ISLA","BARKER","F",1,10,1968,"8 ALEXANDRA ROAD","LS670FR","CISLS670FR008002"
"SW990JE011001","HARLEY","HARVEY","M",1,10,1968,"11 ALBERT STREET","SW990JE","CISSW990JE011001"
"SO433HB037002","SUMMER","SIMPSON","F",3,10,1968,"37 PARK ROAD","SO433HB","CISSO433HB037002"
"RG369QF042002","BROOKE","LEWIS","F",4,10,1968,"42 FOREST ROAD","RG369QF","CISRG369QF042002"
"NW436BR082001","ISAAC","OWEN","M",5,10,1968,"82 FOREST ROAD","NW436BR","CISNW436BR082001"
"SO147PA012001","HARRIET","JOHNSON","F",5,10,1968,"112 CLARENCE ROAD","SO147PA","CISSO147PA012001"
"HR280TF038002","WILLOW","YOUNG","F",6,10,1968,"38 PARK ROAD","HR280TF","CISHR280TF038002"
"M97JZ019002","LILY","HARRIS","",8,10,1968,"19 GREEN LANE","M97JZ","CISM97JZ019002"
"NW472LP002001","W","GRAY","M",12,10,1968,"2 MANOR ROAD","NW472LP","CISNW472LP002001"
"EX341WT022001","JACOB","MORGAN","M",13,10,1968,"","EX341WT","CISEX341WT022001"
"PO752QG005002","GRACE","HULMES","",13,10,1968,"5 PARK LANE","PO752QG","CISPO752QG005002"
"SO147PE078002","PHOEBE","CLARKE","F",14,10,1968,"78 CLARENCE ROAD","SO147PE","CISSO147PE078002"
"SO53WQ008007","ALFIE","KNIGHT","M",21,10,1968,"7 VICTORIA STREET","SO53WQ","CISSO53WQ008007"
"EX975XY007002","OAIOA","ROGERS","F",22,10,1968,"7 MANOR ROAD","EX975XY","CISEX975XY007002"
"PO61NP050001","EVAN","BARKER","M",22,10,1968,"50 STATION ROAD","PO61NP","CISPO61NP050001"
"M660XU032002","CHLOE","BROWN","F",26,10,1968,"32 SPRINGFIELD ROAD","M660XU","CISM660XU032002"
"HR638PG023001","FREDDIE","WARD","M",30,10,1968,"23 GROVE ROAD","HR638BG","CISHR638PG023001"
"SO265RP015002","EVIE","BARNES","F",30,10,1968,"15 GEORGE STREET","SO265RP","CISSO265RP015002"
"M834YB019002","CHLOE","PATEL","F",31,10,1968,"118 NORTH STREET","M834YB","CISM834YB019002"
"SW75TS068005","LEAH","GRAY","F",,11,1968,"68 HIGHFIELD ROAD","SW75TS","CISSW75TS068005"
"SW844YZ108001","THEO","THOMSON","M",,11,1968,"108 STATION ROAD","SW844YZ","CISSW844YZ108001"
"PO61NP041002","CHLOE","SHAW","F",1,11,1968,"41 STATION ROAD","PO61NP","CISPO61NP041002"
"M560SA029001","BILAL","WATSON","M",2,11,1968,"29 ALBERT ROAD","M560SA","CISM560SA029001"
"RG546PZ037001","JESSICA","JACKSON","F",2,11,1968,"37 NEW ROAD","RG546PZ","CISRG546PZ037001"
"SW846AD007002","EMMA","REID","F",4,11,1968,"7 KINGSWAY","SW846AD","CISSW846AD007002"
"HR478ER022002","LAVREN","WILKINSON","F",6,11,1968,"22 CHAPEL STREET","HR478ER","CISHR478ER022002"
"LS189AP013001","NOAH","COLLINS","M",6,11,1968,"","","CISLS189AP013001"
"RG787RB044001","LOUIE","COX","M",6,11,1968,"44 WOODLANDS ROAD","RG787RB","CISRG787RB044001"
"RG764YT073002","ELLA","MATTHEWS","F",7,11,1968,"73 ALBERT ROAD","RG764YT","CISRG764YT073002"
"DE03UT046001","BRANDON","POWECC","M",8,11,1968,"46 WINDSOR ROAD","DE03UT","CISDE03UT046001"
"LS52JX001001","BETH","DAVIES","F",8,11,1968,"1 CHAPEL STREET","LS52JX","CISLS52JX001001"
"PO200HE003002","LIBBY","ROBERTS","F",10,11,1968,"","PO200HE","CISPO200HE003002"
"EX306WU016001","LEWIS","BENNETT","M",11,11,1968,"","EX306WU","CISEX306WU016001"
"M560SA038001","LOGAN","JONES","M",11,11,1968,"38 ALBERT ROAD","M560SA","CISM560SA038001"
"SO976NU001006","DAVID","GRIFFITHS","M",11,11,1968,"1 NEW STREET","SO976NU","CISSO976NU001006"
"EX237PR019001","ETHAN","WARD","M",12,11,1968,"17 GRANGE ROAD","EX237BR","CISEX237PR019001"
"HR39YU011002","MIA","RICHARDS","F",14,11,1968,"111 KING STREET","HR39YU","CISHR39YU011002"
"HR559UH032001","YUSUF","MORGAN","M",14,11,1968,"32 STATION ROAD","HR559UH","CISHR559UH032001"
"SW744QX024001","KEIRA","ROGERS","F",14,11,1968,"24 FOREST ROAD","SW744QX","CISSW744QX024001"
"DE654YJ007001","","HARVEY","F",15,11,1968,"7 NEW ROAD","DE654YJ","CISDE654YJ007001"
"HR250EN044001","IMOGEN","HARRISON","F",15,11,1968,"44 LONDON ROAD","HR250EN","CISHR250EN044001"
"NW436BN035001","MUHAMMED","STEVENS","M",15,11,1968,"35 FOREST ROAD","NW436BN","CISNW436BN035001"
"HR662RN022001","AARON","HUGHES","M",16,11,1968,"22 MAIN ROAD","HR662RN","CISHR662RN022001"
"LS867AR029001","F","PHILLIPS","M",17,11,1968,"29 SPRINGFIELD ROAD","LS867AR","CISLS867AR029001"
"NW277BX070002","KAYLEIGH","WARD","F",18,11,1968,"70 GRANGE ROAD","NW277BX","CISNW277BX070002"
"SO763BT016001","ADAM","BARNES","M",18,11,1968,"16 HIGH STREET","SO763BT","CISSO763BT016001"
"SW946ZD011001","NIAMH","COOK","F",18,11,1968,"11 MAIN ROAD","SW946ZD","CISSW946ZD011001"
"SO170ZN003002","ABBIE","ELLIS","F",19,11,1968,"3 THE AVENUE","SO170ZN","CISSO170ZN003002"
"EX747DL011001","TOBY","MURPHY","M",21,11,1968,"1 NEW ROAD","","CISEX747DL011001"
"PO416LE014002","RLISHR","BRKER","F",21,11,1968,"114 SOUTH STREET","PO416JE","CISPO416LE014002"
"SO527SR041002","EVIE","LEE","F",22,11,1968,"411 MAIN ROAD","SO527SR","CISSO527SR041002"
"LS837BS012002","JASMINE","THOMPSON","F",25,11,1968,"12 FOREST ROAD","LS837BS","CISLS837BS012002"
"DE250HA022002","HARVEY","HUNT","M",27,11,1968,"22 CHURCH STREET","DE250HA","CISDE250HA022002"
"PO398RS066001","KATIE","ELLIS","F",27,11,1968,"66 HIGHFIELD ROAD","PO398RS","CISPO398RS066001"
"SO960ZZ045001","FINLEY","DAVIS","M",27,11,1968,"45 WOODLANDS ROAD","SO960ZZ","CISSO960ZZ045001"
"EX341WT010002","KATIE","LEWIS","F",29,11,1968,"10 PARK ROAD","EX341WT","CISEX341WT010002"
"DE13HN041001","TOBY","CAMPBELL","M",30,11,1968,"41 ALBERT ROAD","DE13HN","CISDE13HN041001"
"PO774UX018001","LEWIS","ROBERTS","M",30,11,1968,"19 LONDON ROAD","PO774UX","CISPO774UX018001"
"SO527SS069002","JIM","EVANS","M",,12,1968,"69 MAIN ROAD","SO527SS","CISSO527SS069002"
"NW277BU033001","MARTHA","BENNETT","F",2,12,1968,"33 GRANGE ROAD","NW277BU","CISNW277BU033001"
"NW886EJ007002","ELIJAH","PALMER","M",2,12,1968,"7 VICTORIA STREET","NW886EJ","CISNW886EJ007002"
"LS58TA032001","JAYDEN","PHILLIPS","M",3,12,1968,"32 NEW ROAD","LS58TA","CISLS58TA032001"
"PO61NL009001","KIERAN","HARRIS","M",3,12,1968,"9 STATION ROAD","PO61NL","CISPO61NL009001"
"SW332TJ096001","JOSEPH","GRAHAM","M",6,12,1968,"96 ALEXANDRA ROAD","SW332TJ","CISSW332TJ096001"
"SW844YZ107001","TOBY","COOK","M",6,12,1968,"108 STATION ROAD","SW844YZ","CISSW844YZ107001"
"SW846AD007001","JOE","REID","M",8,12,1968,"7 KINGSWAY","SW846AD","CISSW846AD007001"
"LS837BU060002","SOFIA","PRICE","F",10,12,1968,"60 FOREST ROAD","LS837BU","CISLS837BU060002"
"SW461TY026002","ADAM","BAILEY","M",10,12,1968,"26 YORK ROAD","SW461TY","CISSW461TY026002"
"SO473WU051001","JAMIE","JENKINS","M",12,12,1968,"51 MANOR ROAD","SO473WU","CISSO473WU051001"
"DE624BH010001","OSGAR","GOX","M",13,12,1968,"10 QUEEN STREET","DE624BH","CISDE624BH010001"
"HR280TE001001","LUCAS","ELLIS","M",13,12,1968,"1 PARK ROAD","HR280TE","CISHR280TE001001"
"DE440RX013001","JOSHUA","STEVENS","M",15,12,1968,"13 GREEN LANE","DE440RX","CISDE440RX013001"
"LS475RT069001","A","CRAHAM","M",16,12,1968,"69 CROMWELL ROAD","LS475RT","CISLS475RT069001"
"M518DS017001","MATT","COOPER","M",16,12,1968,"17 HIGHFIELD ROAD","M518DS","CISM518DS017001"
"PO827EP037001","JOSHUA","FRICE","M",16,12,1968,"37 CLARENCE ROAD","PO827EP","CISPO827EP037001"
"SW162HA072001","KATIE","WALKER","F",16,12,1968,"72 KINGS ROAD","SW162HA","CISSW162HA072001"
"NW472LR058002","LUUISE","PISHER","F",17,12,1968,"58 MANOR ROAD","NW472LR","CISNW472LR058002"
"SO265RP010002","JACK","YOUNG","M",17,12,1968,"10 GEORGE STREET","SO265RP","CISSO265RP010002"
"M80NU004001","BRANDON","WILKINSON","M",20,12,1968,"4 VICTORIA ROAD","M80NU","CISM80NU004001"
"SO976NU012001","THOMAS","MORGAN","M",21,12,1968,"12 NEW STREET","SO976NU","CISSO976NU012001"
"SW846AD010001","E","FOSTER","M",21,12,1968,"10 KINGSWAY","SW846AD","CISSW846AD010001"
"LS475RS037001","IMOGEN","BUTLER","F",22,12,1968,"37 CROMWELL ROAD","LS475RS","CISLS475RS037001"
"PO61NN032001","","MILLER","M",22,12,1968,"32 STATION ROAD","PO61NN","CISPO61NN032001"
"M685ZH044002","BROOKE","FOSTER","F",23,12,1968,"44 NEW ROAD","M685ZH","CISM685ZH044002"
"LS87LR008001","EWAN","WATSON","M",24,12,1968,"8 BROADWAY","LS87LR","CISLS87LR008001"
"PO200HJ088002","AMY","ROGERS","F",25,12,1968,"88 ALBERT ROAD","PO200HJ","CISPO200HJ088002"
"NW500AW067006","J","WILLIAMS","M",27,12,1968,"67 ALEXANDRA ROAD","NW500AW","CISNW500AW067006"
"SW293NG048002","NICOLE","COOPER","F",28,12,1968,"48 MARLBOROUGH ROAD","","CISSW293NG048002"
"SW207UT058002","HOLLIE","HUNT","F",31,12,1968,"58 CLARENCE ROAD","SW207UT","CISSW207UT058002"
"DE237GG019001","EMMA","ANDERSON","F",1,1,1969,"19 WOODLANDS ROAD","DE237GG","CISDE237GG019001"
"EX298AF035002","M","MARSHALL","F",1,1,1969,"35 CHURCH ROAD","EX298AF","CISEX298AF035002"
"SO186RT015002","EVIE","THOMPSON","F",2,1,1969,"115 KING STREET","SO186RT","CISSO186RT015002"
"SO147PA005001","LUCY","STEWART","F",5,1,1969,"5 CLARENCE ROAD","SO147BA","CISSO147PA005001"
"LS294PR042001","","JOHNSON","M",6,1,1969,"42 QUEENS ROAD","LS294BR","CISLS294PR042001"
"PO354DD005001","DANIEL","LEWIS","M",7,1,1969,"5 THE GREEN","PO354DD","CISPO354DD005001"
"RG720ZR008002","MOLLIE","PRIGE","F",8,1,1969,"8 MILL LANE","RG720ZR","CISRG720ZR008002"
"RG787RA039001","LUKAS","WATSON","M",8,1,1969,"39 WOODLANDS ROAD","RG787RA","CISRG787RA039001"
"LS643BJ017001","TYLER","BELL","M",9,1,1969,"17 GEORGE STREET","LS643BL","CISLS643BJ017001"
"EX341WT001001","JACK","WOOD","M",11,1,1969,"1 PARK ROAD","EX341WT","CISEX341WT001001"
"NW374JL007001","DANLEL","EDWARDS","M",11,1,1969,"9 STATION ROAD","NW374JL","CISNW374JL007001"
"HR174XZ025001","RYAN","PARKER","M",12,1,1969,"25 SPRINGFIELD ROAD","HR174XZ","CISHR174XZ025001"
"NW68LW007001","L","HUNT","M",13,1,1969,"7 CLARENCE ROAD","NW68LW","CISNW68LW007001"
"SW990JE011002","MILLIE","HARUEY","F",13,1,1969,"11 ALBERT STREET","SW990JE","CISSW990JE011002"
"HR280TF031002","V","HOLMES","F",14,1,1969,"31 PARK ROAD","HR280TF","CISHR280TF031002"
"DE654YL022001","REUBEN","COOPER","M",15,1,1969,"22 NEW ROAD","DE654YL","CISDE654YL022001"
"DE624BH022002","OASEY","HUGHES","F",16,1,1969,"22 QUEEN STREET","DE624BH","CISDE624BH022002"
"EX483QZ035001","HENRY","ADAMS","M",16,1,1969,"35 WARWICK ROAD","EX483QZ","CISEX483QZ035001"
"NW130QP042002","OLIVER","KNIGHT","M",16,1,1969,"42 WINDSOR ROAD","NW130QP","CISNW130QP042002"
"SO879UN015002","ABBIE","SIMPSOW","F",16,1,1969,"15 KINGSWAY","SO879UN","CISSO879UN015002"
"DE624BH012001","LEWIS","HARRISON","M",17,1,1969,"12 QUEEN STREET","DE624BH","CISDE624BH012001"
"M660XU035002","AMY","MOVVIS","F",17,1,1969,"35 SPRINGFIELD ROAD","M660XU","CISM660XU035002"
"PO872DN060001","JACOB","CLARKE","M",17,1,1969,"60 WOODLANDS ROAD","PO872DN","CISPO872DN060001"
"RG546PZ037006","DANIEI","JACKSON","M",17,1,1969,"37 NEW ROAD","RG546PZ","CISRG546PZ037006"
"DE533TP092006","JOSHUA","BARNES","M",18,1,1969,"92 MANOR ROAD","DE533TP","CISDE533TP092006"
"DE732ER061002","RUBY","CAMPBELL","F",20,1,1969,"61 CROMWELL ROAD","DE732ER","CISDE732ER061002"
"HR802JU071002","EMILY","BUTLER","F",22,1,1969,"71 NEW ROAD","HR802LU","CISHR802JU071002"
"PO827EQ064001","EDWARD","STEWART","M",24,1,1969,"64 CLARENCE ROAD","PO827EQ","CISPO827EQ064001"
"RG365UW016002","LUKE","TURNER","M",25,1,1969,"16 PARK LANE","RG365UW","CISRG365UW016002"
"RG764YR030001","AONNIE","BAILEY","M",27,1,1969,"30 ALBERT ROAD","RG764YR","CISRG764YR030001"
"RG744UW008001","EVAN","ROBERTSON","M",29,1,1969,"8 NEW STREET","RG744UW","CISRG744UW008001"
"M625UD033002","GEORGIA","CLARK","F",31,1,1969,"33 GRANGE ROAD","M625UD","CISM625UD033002"
"DE399QE046001","ADAM","COLLINS","M",3,2,1969,"46 ALEXANDRA ROAD","DE399QE","CISDE399QE046001"
"PO752QG006002","ISABELLA","OWEN","F",3,2,1969,"6 PARK LANE","PO752QG","CISPO752QG006002"
"RG365UW004005","LEWIS","TAYLOV","M",5,2,1969,"4 PARK LANE","RG365UW","CISRG365UW004005"
"DE13HJ016001","KIAN","MARTIN","M",6,2,1969,"16 ALBERT ROAD","DE13HJ","CISDE13HJ016001"
"EX985AF004001","DANIEL","MURPHY","M",10,2,1969,"4 WEST STREET","EX985AF","CISEX985AF004001"
"EX747DN029002","LILY","RUSSELL","",12,2,1969,"29 NEW ROAD","EX747DN","CISEX747DN029002"
"RG830GZ033002","O","HILL","F",12,2,1969,"33 SPRINGFIELD ROAD","RG830QZ","CISRG830GZ033002"
"EX483QZ039001","ALEX","SIMPSON","M",14,2,1969,"39 WARWICK ROAD","EX483QZ","CISEX483QZ039001"
"DE250HA006002","EMILY","MITCKELL","F",15,2,1969,"6 CHURCH STREET","DE250HA","CISDE250HA006002"
"HR559UJ051002","ISABELLE","MARSHALL","F",16,2,1969,"51 STATION ROAD","HR559UL","CISHR559UJ051002"
"DE858BP012002","EUELYN","UICHAUDSON","F",18,2,1969,"12 PARK AVENUE","DE858BP","CISDE858BP012002"
"HR90PT011004","JOSEPH","THOMAS","M",19,2,1969,"11 YORK ROAD","HR90PT","CISHR90PT011004"
"NW908RR008001","ETHAN","FOSTER","M",20,2,1969,"8 SPRINGFIELD ROAD","NW908RR","CISNW908RR008001"
"SW154NR008001","DYLAN","RICKARDSON","M",21,2,1969,"8 CHAPEL STREET","SW154NR","CISSW154NR008001"
"SO147PB025002","IMOGEM","DAVIES","F",23,2,1969,"25 CLARENCE ROAD","SO147BB","CISSO147PB025002"
"SW332TG045001","JAGOB","MURRAY","M",23,2,1969,"45 ALEXANDRA ROAD","SW332TG","CISSW332TG045001"
"M284ZZ031002","AMY","BAKER","F",24,2,1969,"31 YORK ROAD","M284ZZ","CISM284ZZ031002"
"EX982LX004002","N","KUGKES","F",25,2,1969,"4 HIGHFIELD ROAD","EX982LX","CISEX982LX004002"
"RG47YL011002","MEGAN","KING","F",29,2,1969,"11 QUEEN STREET","RG47YL","CISRG47YL011002"
"M447NN013002","SARA","JOKMSOM","F",31,2,1969,"13 MAIN STREET","M447NN","CISM447NN013002"
"SW332TG056002","LUCAS","HILL","M",,3,1969,"56 ALEXANDRA ROAD","SW332TG","CISSW332TG056002"
"DE858BP004002","NEVE","STEVENS","F",1,3,1969,"4 PARK AVENUE","DE858BP","CISDE858BP004002"
"HR496RG008001","JAKE","HUGHES","M",1,3,1969,"8 QUEENS ROAD","HR496RG","CISHR496RG008001"
"LS867AT073001","SAMUEL","GRAY","M",1,3,1969,"73 SPRINGFIELD ROAD","LS867AT","CISLS867AT073001"
"LS243GD016002","KATIE","OWEN","F",2,3,1969,"116 THE CRESCENT","LS243GD","CISLS243GD016002"
"SO310HF026001","FINLAY","HAVVISON","M",3,3,1969,"26 VICTORIA ROAD","SO310HF","CISSO310HF026001"
"EX121UA015002","ZAIN","MASON","M",4,3,1969,"15 WOODLANDS ROAD","EX121UA","CISEX121UA015002"
"LS433YR010002","ALISHA","BARNES","F",6,3,1969,"10 PARK AVENUE","LS433YR","CISLS433YR010002"
"EX747DL011002","KATHERINE","MURPHY","F",8,3,1969,"11 NEW ROAD","EX747DL","CISEX747DL011002"
"NW481EN012001","JOSEPH","STEWART","M",11,3,1969,"12 YORK ROAD","NW481EN","CISNW481EN012001"
"LS670FS029001","ABIGAIL","TAYLOR","F",13,3,1969,"29 ALEXANDRA ROAD","LS670FS","CISLS670FS029001"
"PO819ND037001","RILEY","HUNT","M",13,3,1969,"37 STANLEY ROAD","PO819ND","CISPO819ND037001"
"SO371DG012001","CONNOA","WAIGHT","M",15,3,1969,"12 BROADWAY","SO371DG","CISSO371DG012001"
"DE500JH041001","GEORGE","GIBSON","M",16,3,1969,"","DE500JH","CISDE500JH041001"
"M192ER073002","ERIN","BARNES","F",16,3,1969,"73 ALEXANDRA ROAD","M192ER","CISM192ER073002"
"SO760SX004002","COURTNEY","DAVIS","F",16,3,1969,"4 CHURCH ROAD","SO760SX","CISSO760SX004002"
"M352TY038002","ANGEL","MARTIN","F",18,3,1969,"38 FOREST ROAD","M352TY","CISM352TY038002"
"M192EN020002","BUBY","STEVEWS","F",22,3,1969,"20 ALEXANDRA ROAD","M192EN","CISM192EN020002"
"NW472LR056001","NATMAN","WARD","M",22,3,1969,"56 MANOR ROAD","NW472LR","CISNW472LR056001"
"NW645NY034002","MAISY","WHITE","F",22,3,1969,"34 WOODLANDS ROAD","NW645NY","CISNW645NY034002"
"RG369QG060002","JASMINE","TAYLOR","F",24,3,1969,"60 FOREST ROAD","RG369QG","CISRG369QG060002"
"SW207UT044002","SIMVAN","PALMEV","F",25,3,1969,"44 CLARENCE ROAD","SW207UT","CISSW207UT044002"
"SW465QQ006001","FINLEY","BROWN","M",25,3,1969,"6 SOUTH STREET","SW465QQ","CISSW465QQ006001"
"PO827EQ081001","EVAN","CLARKE","M",28,3,1969,"81 CLARENCE ROAD","PO827EQ","CISPO827EQ081001"
"NW500AS005001","C","PRICE","M",30,3,1969,"5 ALEXANDRA ROAD","NW500AS","CISNW500AS005001"
"DE03UT045001","JIM","ROBERTS","M",2,4,1969,"45 WINDSOR ROAD","DE03UT","CISDE03UT045001"
"SW93NF021002","KIAN","EVANS","M",2,4,1969,"21 GROVE ROAD","SW93NF","CISSW93NF021002"
"NW277BY113001","GABRIELLA","PALMER","F",3,4,1969,"113 GRANGE ROAD","NW277BY","CISNW277BY113001"
"LS643BJ021002","AMELIA","MASON","F",6,4,1969,"21 GEORGE STREET","LS643BJ","CISLS643BJ021002"
"LS451GN030002","GEORGIA","MATTHEWS","F",7,4,1969,"30 WOODLANDS ROAD","LS451QN","CISLS451GN030002"
"DE167QG013002","HEIDI","ROBERTS","F",8,4,1969,"13 KING STREET","DE167QG","CISDE167QG013002"
"HR478ER022001","MCKENZIE","WILKINSON","M",8,4,1969,"22 CHAPEL STREET","HR478ER","CISHR478ER022001"
"LS486AL004001","J","COOPER","M",8,4,1969,"4 STATION ROAD","LS486AL","CISLS486AL004001"
"RG150RG072002","ABBIE","MARSHALL","F",8,4,1969,"72 MAIN ROAD","RG150RG","CISRG150RG072002"
"SW988AG041002","BROOKE","RICKARDSON","F",8,4,1969,"41 PARK ROAD","SW988AQ","CISSW988AG041002"
"LS274QH004001","POPPY","COOPER","F",10,4,1969,"4 SCHOOL LANE","LS274QH","CISLS274QH004001"
"SW93NF016002","ELLIE","GRAHAM","F",11,4,1969,"","SW93NF","CISSW93NF016002"
"HR496RH032002","MIA","WATSON","F",12,4,1969,"32 QUEENS ROAD","HR496RH","CISHR496RH032002"
"HR662RP039002","FREYA","ROGERS","F",12,4,1969,"39 MAIN ROAD","HR662RP","CISHR662RP039002"
"SW433XU054001","BEN","DAVIS","M",12,4,1969,"54 STANLEY ROAD","SW433XU","CISSW433XU054001"
"LS867AS043001","JOSEPH","YOUWG","M",13,4,1969,"43 SPRINGFIELD ROAD","LS867AS","CISLS867AS043001"
"SW293NG038001","BENJAMIN","SIMPSON","M",13,4,1969,"38 MARLBOROUGH ROAD","SW293NG","CISSW293NG038001"
